index,artist,track,album,album_name,album_type,album_date,album_tracks,album_pic,indexOf,genres,year,alphaname
747,Claude Debussy,"Pour l'œuvre du vêtement du blessé, L. 133",Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Album,2007-07-31,"Images inédites, L. 87: I. Lent (mélancolique et doux) (04:11)/Images inédites, L. 87: II. Souvenir du Louvre (05:08)/Images inédites, L. 87: III. Quelques aspects de ""Nous n'irons plus au bois"" parce qu'il fait un temps épouvantable (03:56)/Danse bohémienne, L. 9 (02:21)/Rêverie, L. 68 (03:53)/Mazurka, L. 67 (03:09)/Valse romantique, L. 71 (03:25)/Ballade slave, L. 70 (06:58)/Danse (Tarentelle styrienne), L. 69 (05:03)/Nocturne en Ré bémol Majeur, L. 82 (06:24)/Pour le Piano, L. 95: I. Prélude (Assez animé et très rythmé) (04:14)/Pour le Piano, L. 95: II. Sarabande (Avec une élégance grave et lente) (04:53)/Pour le Piano, L. 95: III. Toccata (04:13)/Estampes, L. 100: I. Pagodes (modérément animé) (06:08)/Estampes, L. 100: II. La soirée dans Grenade (05:25)/Estampes, L. 100: III. Jardins sous la pluie (03:51)/Morceau de concours, L. 108 (00:56)/Hommage à Haydn, L. 115 (02:25)/Le petit nègre, L. 114 (01:21)/La plus que lente, L.121 (04:12)/Six Épigraphes Antiques, L. 131: I. Pour invoquer Pan, dieu du vent d'été (02:44)/Six Épigraphes Antiques, L. 131: II. Pour un tombeau sans nom (03:41)/Six Épigraphes Antiques, L. 131: III. Pour que la nuit soit propice (02:37)/Six Épigraphes Antiques, L. 131: IV. Pour la danseuse aux crotales (02:38)/Six Épigraphes Antiques, L. 131: V. Pour l'Egyptienne (03:24)/Six Épigraphes Antiques, L. 131: VI. Pour remercier la pluie au matin (02:25)/Berceuse héroïque, L. 132 (04:46)/Pour l'œuvre du vêtement du blessé, L. 133 (01:15)/Elégie, L. 138 (02:13)/Les soirs illuminés par l'ardeur du charbon, CD 150 (02:26)/Le roi Lear, L. 107: II. Le sommeil de Lear (03:26",https://i.scdn.co/image/ab67616d00001e02a13a0c0653e92e6ac7509294,1430.0,Classical/Impressionism/Post-romantic Era,2007,"Debussy, Claude"
742,Claude Debussy,"Les soirs illuminés par l'ardeur du charbon, CD 150",Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Album,2007-07-31,"Images inédites, L. 87: I. Lent (mélancolique et doux) (04:11)/Images inédites, L. 87: II. Souvenir du Louvre (05:08)/Images inédites, L. 87: III. Quelques aspects de ""Nous n'irons plus au bois"" parce qu'il fait un temps épouvantable (03:56)/Danse bohémienne, L. 9 (02:21)/Rêverie, L. 68 (03:53)/Mazurka, L. 67 (03:09)/Valse romantique, L. 71 (03:25)/Ballade slave, L. 70 (06:58)/Danse (Tarentelle styrienne), L. 69 (05:03)/Nocturne en Ré bémol Majeur, L. 82 (06:24)/Pour le Piano, L. 95: I. Prélude (Assez animé et très rythmé) (04:14)/Pour le Piano, L. 95: II. Sarabande (Avec une élégance grave et lente) (04:53)/Pour le Piano, L. 95: III. Toccata (04:13)/Estampes, L. 100: I. Pagodes (modérément animé) (06:08)/Estampes, L. 100: II. La soirée dans Grenade (05:25)/Estampes, L. 100: III. Jardins sous la pluie (03:51)/Morceau de concours, L. 108 (00:56)/Hommage à Haydn, L. 115 (02:25)/Le petit nègre, L. 114 (01:21)/La plus que lente, L.121 (04:12)/Six Épigraphes Antiques, L. 131: I. Pour invoquer Pan, dieu du vent d'été (02:44)/Six Épigraphes Antiques, L. 131: II. Pour un tombeau sans nom (03:41)/Six Épigraphes Antiques, L. 131: III. Pour que la nuit soit propice (02:37)/Six Épigraphes Antiques, L. 131: IV. Pour la danseuse aux crotales (02:38)/Six Épigraphes Antiques, L. 131: V. Pour l'Egyptienne (03:24)/Six Épigraphes Antiques, L. 131: VI. Pour remercier la pluie au matin (02:25)/Berceuse héroïque, L. 132 (04:46)/Pour l'œuvre du vêtement du blessé, L. 133 (01:15)/Elégie, L. 138 (02:13)/Les soirs illuminés par l'ardeur du charbon, CD 150 (02:26)/Le roi Lear, L. 107: II. Le sommeil de Lear (03:26",https://i.scdn.co/image/ab67616d00001e02a13a0c0653e92e6ac7509294,1504.0,Classical/Impressionism/Post-romantic Era,2007,"Debussy, Claude"
741,Claude Debussy,"Le roi Lear, L. 107: II. Le sommeil de Lear",Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Debussy: Estampes; Pour le piano; 6 épigraphes antiques,Album,2007-07-31,"Images inédites, L. 87: I. Lent (mélancolique et doux) (04:11)/Images inédites, L. 87: II. Souvenir du Louvre (05:08)/Images inédites, L. 87: III. Quelques aspects de ""Nous n'irons plus au bois"" parce qu'il fait un temps épouvantable (03:56)/Danse bohémienne, L. 9 (02:21)/Rêverie, L. 68 (03:53)/Mazurka, L. 67 (03:09)/Valse romantique, L. 71 (03:25)/Ballade slave, L. 70 (06:58)/Danse (Tarentelle styrienne), L. 69 (05:03)/Nocturne en Ré bémol Majeur, L. 82 (06:24)/Pour le Piano, L. 95: I. Prélude (Assez animé et très rythmé) (04:14)/Pour le Piano, L. 95: II. Sarabande (Avec une élégance grave et lente) (04:53)/Pour le Piano, L. 95: III. Toccata (04:13)/Estampes, L. 100: I. Pagodes (modérément animé) (06:08)/Estampes, L. 100: II. La soirée dans Grenade (05:25)/Estampes, L. 100: III. Jardins sous la pluie (03:51)/Morceau de concours, L. 108 (00:56)/Hommage à Haydn, L. 115 (02:25)/Le petit nègre, L. 114 (01:21)/La plus que lente, L.121 (04:12)/Six Épigraphes Antiques, L. 131: I. Pour invoquer Pan, dieu du vent d'été (02:44)/Six Épigraphes Antiques, L. 131: II. Pour un tombeau sans nom (03:41)/Six Épigraphes Antiques, L. 131: III. Pour que la nuit soit propice (02:37)/Six Épigraphes Antiques, L. 131: IV. Pour la danseuse aux crotales (02:38)/Six Épigraphes Antiques, L. 131: V. Pour l'Egyptienne (03:24)/Six Épigraphes Antiques, L. 131: VI. Pour remercier la pluie au matin (02:25)/Berceuse héroïque, L. 132 (04:46)/Pour l'œuvre du vêtement du blessé, L. 133 (01:15)/Elégie, L. 138 (02:13)/Les soirs illuminés par l'ardeur du charbon, CD 150 (02:26)/Le roi Lear, L. 107: II. Le sommeil de Lear (03:26",https://i.scdn.co/image/ab67616d00001e02a13a0c0653e92e6ac7509294,1564.0,Classical/Impressionism/Post-romantic Era,2007,"Debussy, Claude"
763,Claude Debussy,"Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",Debussy: Greatest Hits,Debussy: Greatest Hits,Compilation,1994-08-09,"Prélude à l'après-midi d'un faune, L. 86 (10:54)/Préludes, Book 1, L. 117: No. 8, La fille aux cheveux de lin (02:42)/Nocturnes, L. 91: No. 2, Fêtes (06:21)/Préludes, Book 1, L. 117: No. 10, La cathédrale engloutie (05:58)/Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra) (05:01)/Children's Corner, L. 113: No. 6, Golliwogg's Cake-Walk (Arr. H. Konoe for Wind Quintet) (02:30)/Rêverie, L. 68 (03:40)/Images pour orchestre, L. 122: IIc. Ibéria. Le matin d'un jour de fête (04:23)/2 Arabesques, L. 66: No. 1 in E Major (Orchestrated by M. Colombier) (04:12)/Le martyre de saint Sébastien, L. 124: No. 1, La cour de lys (01:32)/String Quartet in G Minor, Op. 10, L. 85: II. Assez vif et bien rythmé (04:01)/La mer, L. 109: No. 1, De l'aube à midi sur la mer (09:20)/La mer, L. 109: No. 2, Jeux de vagues (07:15)/La mer, L. 109: No. 3, Dialogue du vent et de la mer (08:10",https://i.scdn.co/image/ab67616d00001e02c789bcea7942e7324f18c7bb,223.0,Classical/Impressionism/Post-romantic Era,1994,"Debussy, Claude"
717,Claude Debussy,"Debussy: 2 Arabesques, CD 74, L. 66: No. 1, Andantino con moto",Debussy: Images & Children's Corner,Debussy: Images & Children's Corner,Album,2008-01-14,"Debussy: 2 Arabesques, CD 74, L. 66: No. 1, Andantino con moto (04:31)/Debussy: 2 Arabesques, CD 74, L. 66: No. 2, Allegretto scherzando (03:12)/Debussy: Children's Corner, CD 119, L. 113: No. 1, Doctor Gradus ad Parnassum (02:12)/Debussy: Children's Corner, CD 119, L. 113: No. 2, Jimbo's Lullaby (03:24)/Debussy: Children's Corner, CD 119, L. 113: No. 3, Serenade for the Doll (02:21)/Debussy: Children's Corner, CD 119, L. 113: No. 4, The Snow Is Dancing (02:46)/Debussy: Children's Corner, CD 119, L. 113: No. 5, The Little Shepherd (02:14)/Debussy: Children's Corner, CD 119, L. 113: No. 6, Golliwog's Cake Walk (03:01)/Debussy: Images, Livre I, CD 105, L. 110: No. 1, Reflets dans l'eau (04:42)/Debussy: Images, Livre I, CD 105, L. 110: No. 2, Hommage à Rameau (06:31)/Debussy: Images, Livre I, CD 105, L. 110: No. 3, Mouvement (03:21)/Debussy: Images, Livre II, CD 120, L. 111: No. 1, Cloches à travers les feuilles (04:39)/Debussy: Images, Livre II, CD 120, L. 111: No. 2, Et la lune descend sur le temple qui fut (05:00)/Debussy: Images, Livre II, CD 120, L. 111: No. 3, Poissons d'or (03:53)/Debussy: Suite bergamasque, CD 82, L. 75: III. Clair de lune (04:43)/Debussy: L'isle joyeuse, CD 109, L. 106 (05:47",https://i.scdn.co/image/ab67616d00001e02958bbdf3ca7cf3b2f5e4357b,0.0,Classical/Impressionism/Post-romantic Era,2008,"Debussy, Claude"
726,Claude Debussy,"Hommage à Haydn, L. 115",Debussy: Images Books 1 & 2; Arabesques; Rêverie etc,Debussy: Images Books 1 & 2; Arabesques; Rêverie etc,Album,1990-01-15,"Images - Book 1, L. 110: 1. Reflets dans l'eau (05:26)/Images - Book 1, L. 110: 2. Hommage à Rameau (08:19)/Images - Book 1, L. 110: 3. Mouvement (03:15)/Images - Book 2, L. 111: 1. Cloches à travers les feuilles (04:12)/Images - Book 2, L. 111: 2. Et la lune descend sur le temple qui fût (06:09)/Images - Book 2, L. 111: 3. Poissons d'or (04:00)/D'un cahier d'esquisses, L. 99 (04:51)/L'Isle joyeuse, L. 106 (06:06)/Deux Arabesques L. 66: No. 1 Andante con moto (03:54)/Deux Arabesques L. 66: No. 2 Allegretto scherzande (02:50)/Hommage à Haydn, L. 115 (02:22)/Rêverie, L. 68 (03:52)/Page d'album, L. 133 (Pour l'oeuvre du ""Vêtement du Blessé) (00:56)/Berceuse héroïque, L. 132 (05:11",https://i.scdn.co/image/ab67616d00001e02c9e21b316c9b04150d0460ee,531.0,Classical/Impressionism/Post-romantic Era,1990,"Debussy, Claude"
734,Claude Debussy,"La mer, CD 111: I. De l'aube à midi sur la mer",Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Album,1986-01-01,"La mer, CD 111: I. De l'aube à midi sur la mer (08:59)/La mer, CD 111: II. Jeux de vagues (06:53)/La mer, CD 111: III. Dialogue du vent et de la mer (08:08)/Prélude à l'après-midi d'un faune, CD 87a - Recorded 1985 (10:00)/Pavane pour une infante défunte, M. 19a (07:13)/Daphnis et Chloé Suite No. 2, M. 57b: I. Lever du jour – II. Pantomime – III. Danse générale (15:28",https://i.scdn.co/image/ab67616d00001e021fd5a48ff04ca6d33906c6d6,0.0,Classical/Classical Performance/German Orchestra/Orchestra,1986,"Debussy, Claude"
735,Claude Debussy,"La mer, CD 111: II. Jeux de vagues",Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Album,1986-01-01,"La mer, CD 111: I. De l'aube à midi sur la mer (08:59)/La mer, CD 111: II. Jeux de vagues (06:53)/La mer, CD 111: III. Dialogue du vent et de la mer (08:08)/Prélude à l'après-midi d'un faune, CD 87a - Recorded 1985 (10:00)/Pavane pour une infante défunte, M. 19a (07:13)/Daphnis et Chloé Suite No. 2, M. 57b: I. Lever du jour – II. Pantomime – III. Danse générale (15:28",https://i.scdn.co/image/ab67616d00001e021fd5a48ff04ca6d33906c6d6,55.0,Classical/Classical Performance/German Orchestra/Orchestra,1986,"Debussy, Claude"
736,Claude Debussy,"La mer, CD 111: III. Dialogue du vent et de la mer",Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Debussy: La Mer; Prélude à l'après-midi / Ravel: Pavane; Daphnis et Chloé No. 2,Album,1986-01-01,"La mer, CD 111: I. De l'aube à midi sur la mer (08:59)/La mer, CD 111: II. Jeux de vagues (06:53)/La mer, CD 111: III. Dialogue du vent et de la mer (08:08)/Prélude à l'après-midi d'un faune, CD 87a - Recorded 1985 (10:00)/Pavane pour une infante défunte, M. 19a (07:13)/Daphnis et Chloé Suite No. 2, M. 57b: I. Lever du jour – II. Pantomime – III. Danse générale (15:28",https://i.scdn.co/image/ab67616d00001e021fd5a48ff04ca6d33906c6d6,98.0,Classical/Classical Performance/German Orchestra/Orchestra,1986,"Debussy, Claude"
739,Claude Debussy,"Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 1, La cour de lys","Debussy: Nocturnes, L. 91, La damoiselle élue, L. 62 & Le martyre de saint Sébastien, L. 124","Debussy: Nocturnes, L. 91, La damoiselle élue, L. 62 & Le martyre de saint Sébastien, L. 124",Album,1994,"Nocturnes, L. 91: No. 1, Nuages (07:14)/Nocturnes, L. 91: No. 2, Fêtes (06:33)/Nocturnes, L. 91: No. 3, Sirènes (10:47)/La damoiselle élue, L. 62 (20:14)/Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 1, La cour de lys (03:50)/Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 2, Danse extatique et final (06:22)/Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 3, La passion (05:51)/Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 4, Le bon pasteur (06:51",https://i.scdn.co/image/ab67616d00001e02cfdbd30edf28c0dcede2b207,154.0,Classical/Impressionism/Post-romantic Era,1994,"Debussy, Claude"
737,Claude Debussy,"La mer, L. 109: II. Jeux de vagues","Debussy: Orchestral Works, Vol. 1","Debussy: Orchestral Works, Vol. 1",Album,2008-05-27,"Prélude à l'après-midi d'un faune, L. 86 (10:12)/La mer, L. 109: No. 1, De l'aube a midi sur la mer (09:20)/La mer, L. 109: II. Jeux de vagues (07:05)/La mer, L. 109: No. 3, Dialogue du vent et de la mer (08:22)/Jeux, L. 126: Jeux (19:24)/Children's Corner: I. Doctor Gradus ad Parnassum (Arr. A. Caplet for orchestra) (02:39)/Children's Corner: II. Jimbo's Lullaby (Arr. A. Caplet for orchestra) (03:39)/Children's Corner: III. Serenade for the Doll (Arr. A. Caplet for orchestra) (02:49)/Children's Corner: IV. The Snow Is Dancing (Arr. A. Caplet for orchestra) (03:17)/Children's Corner: V. The Little Shepherd (Arr. A. Caplet for orchestra) (02:32)/Children's Corner: VI. Golliwogg's Cake-Walk (Arr. A. Caplet for orchestra) (03:20",https://i.scdn.co/image/ab67616d00001e0218f9ac6cf0e955611c0250ff,108.0,Classical/Impressionism/Post-romantic Era,2008,"Debussy, Claude"
731,Claude Debussy,Images: No. 3. Rondes de printemps,"Debussy: Orchestral Works, Vol. 3","Debussy: Orchestral Works, Vol. 3",Album,2010-03-30,"Images: No. 1. Gigues (07:31)/Images: No. 2. Iberia: Par les rues et par les chemins - (07:05)/Images: No. 2. Iberia: Les parfums de la nuit - (09:17)/Images: No. 2. Iberia: Le matin d'un jour de fete (04:31)/Images: No. 3. Rondes de printemps (08:05)/Pour le piano: II. Sarabande (arr. M. Ravel for orchestra) (04:32)/Danse, ""Tarentelle styrienne"" (arr. M. Ravel for orchestra) (05:28)/Marche ecossaise sur un theme populaire (version for orchestra) (06:19)/La plus que lente (version for orchestra) (06:05",https://i.scdn.co/image/ab67616d00001e0242624525945dc717f6f40318,209.0,Classical/Impressionism/Post-romantic Era,2010,"Debussy, Claude"
751,Claude Debussy,"Preludes, Book 1: No. 10: La cathedrale engloutie","Debussy: Piano Music, Vol. 4 - Preludes, Books 1 and 2","Debussy: Piano Music, Vol. 4 - Preludes, Books 1 and 2",Album,1998-10-20,"Preludes, Book 1: No. 1: Danseuses de Delphes (02:28)/Preludes, Book 1: No. 2: Voiles (03:22)/Preludes, Book 1: No. 3: Le vent dans la plaine (02:07)/Preludes, Book 1: No. 4: Les sons et les parfums tournent dans l'air du soir (03:02)/Preludes, Book 1: No. 5: Les collines d'Anacapri (03:00)/Preludes, Book 1: No. 6: Des pas sur la neige (03:37)/Preludes, Book 1: No. 7: Ce qu'a vu le vent d'ouest (02:57)/Preludes, Book 1: No. 8: La fille aux cheveux de lin (02:19)/Preludes, Book 1: No. 9: La serenade interrompue (02:28)/Preludes, Book 1: No. 10: La cathedrale engloutie (05:52)/Preludes, Book 1: No. 11: La danse de Puck (02:54)/Preludes, Book 1: No. 12: Minstrels (02:10)/Preludes, Book 2: No. 1: Brouillards (02:39)/Preludes, Book 2: No. 2: Feuilles mortes (02:19)/Preludes, Book 2: No. 3: La Puerta del Vino (02:57)/Preludes, Book 2: No. 4: Les fees sont d'exquises danseuses (03:05)/Preludes, Book 2: No. 5: Bruyeres (02:21)/Preludes, Book 2: No. 6: General Lavine - eccentric (02:32)/Preludes, Book 2: No. 7: La terrasse des audiences du clair de lune (03:36)/Preludes, Book 2: No. 8: Ondine (03:09)/Preludes, Book 2: No. 9: Hommage a S. Pickwick Esq. P.P.M.P.C (02:35)/Preludes, Book 2: No. 10: Canope (01:55)/Preludes, Book 2: No. 11: Les tierces alternees (02:47)/Preludes, Book 2: No. 12: Feux d'artifice (04:00",https://i.scdn.co/image/ab67616d00001e029edb7fd52cbd12eb7493d9aa,524.0,Classical/Impressionism/Post-romantic Era,1998,"Debussy, Claude"
730,Claude Debussy,"Images, Book 1: No. 1. Reflets dans l'eau (Reflections in the water)","Debussy: Piano Works, Vol. 3","Debussy: Piano Works, Vol. 3",Album,1997-05-06,"Images, Book 1: No. 1. Reflets dans l'eau (Reflections in the water) (05:20)/Images, Book 1: No. 2. Hommage a Rameau (07:02)/Images, Book 1: No. 3. Mouvement (03:31)/Images, Book 2: No. 1. Cloches a travers les feuillies (Bells through the leaves) (04:42)/Images, Book 2: No. 2. Et la lune descend sur le temple qui fut (And the moon descends on the ruins of the Temple) (05:20)/Images, Book 2: No. 3. Poissons d'or (Goldfish) (04:00)/Estampes: I. Pagodes (05:39)/Estampes: II. La soiree dans Grenade (05:31)/Estampes: III. Jardins sous la pluie (03:52)/Images oubliees: I. Lent melancolique et doux (04:55)/Images oubliees: II. Dans le mouvement d'une Sarabande (04:31)/Images oubliees: III. Quelques aspects de nous n'irons plus au bois (04:48)/La plus que lente (04:52)/L'isle joyeuse (05:28",https://i.scdn.co/image/ab67616d00001e02d6597aa3ffe28516ff8908d0,0.0,Classical/Impressionism/Post-romantic Era,1997,"Debussy, Claude"
752,Claude Debussy,"Prélude à l'après-midi d'un faune, CD 87a",Debussy: Prélude à l'aprés-midi d'un faune; Trois Nocturnes; Pelléas et Mélisande Suite,Debussy: Prélude à l'aprés-midi d'un faune; Trois Nocturnes; Pelléas et Mélisande Suite,Album,2001-01-01,"Prélude à l'après-midi d'un faune, CD 87a (09:22)/Nocturnes, CD 98: I. Nuages (06:21)/Nocturnes, CD 98: II. Fêtes (06:15)/Nocturnes, CD 98: III. Sirènes (09:47)/Pelléas et Mélisande, CD 93, Suite (Arr. Leinsdorf): I. Act I. Opening - Interlude 1 - Interlude 2 (08:05)/Pelléas et Mélisande, CD 93, Suite (Arr. Leinsdorf): II. Act II. Opening - Interlude 3 - Interlude 4 (09:10)/Pelléas et Mélisande, CD 93, Suite (Arr. Leinsdorf): III. Act III: Scene 2. Opening - Interlude 5 - Act IV: Interlude 6 (07:30)/Pelléas et Mélisande, CD 93, Suite (Arr. Leinsdorf): IV. Act V. Opening - Conclusion (05:08",https://i.scdn.co/image/ab67616d00001e02a8c0badd2b044c98b103ef10,0.0,Classical/Impressionism/Post-romantic Era,2001,"Debussy, Claude"
714,Claude Debussy,"D'un cahier d'esquisses, CD 112",Debussy: Préludes Book 1; Children's Corner,Debussy: Préludes Book 1; Children's Corner,Album,2009-01-01,"Préludes / Book 1, CD 125: No. 1, Danseuses de Delphes (03:14)/Préludes / Book 1, CD 125: No. 2, Voiles (03:12)/Préludes / Book 1, CD 125: No. 3, Le vent dans la plaine (01:59)/Préludes / Book 1, CD 125: No. 4, Les sons et les parfums tournent dans l'air du soir (03:31)/Préludes / Book 1, CD 125: No. 5, Les collines d'Anacapri (02:43)/Préludes / Book 1, CD 125: No. 6, Des pas sur la neige (03:55)/Préludes / Book 1, CD 125: No. 7, Ce qu'a vu le vent d'ouest (03:09)/Préludes / Book 1, CD 125: No. 8, La fille aux cheveux de lin (02:23)/Préludes / Book 1, CD 125: No. 9, La sérénade interrompue (02:21)/Préludes / Book 1, CD 125: No. 10, La cathédrale engloutie (07:03)/Préludes / Book 1, CD 125: No. 11, La danse de Puck (02:28)/Préludes / Book 1, CD 125: No. 12, Minstrels (02:14)/D'un cahier d'esquisses, CD 112 (04:53)/Children's Corner, CD 119: I. Doctor Gradus ad Parnassum (02:09)/Children's Corner, CD 119: II. Jimbo's Lullaby (03:10)/Children's Corner, CD 119: III. Serenade for the Doll (02:36)/Children's Corner, CD 119: IV. The Snow Is Dancing (02:28)/Children's Corner, CD 119: V. The Little Shepherd (01:59)/Children's Corner, CD 119: VI. Golliwogg's Cakewalk (02:47)/Suite bergamasque, CD 82: III. Clair de lune (04:52)/La plus que lente, CD 128 (04:07",https://i.scdn.co/image/ab67616d00001e02d255d1bb40f5decd642ca747,785.0,Classical/Impressionism/Post-romantic Era,2009,"Debussy, Claude"
718,Claude Debussy,"Debussy: Cello Sonata in D Minor, CD 144, L. 135: I. Prologue",Debussy: Sonates & Trios,Debussy: Sonates & Trios,Album,2017-11-03,"Debussy: Cello Sonata in D Minor, CD 144, L. 135: I. Prologue (03:49)/Debussy: Cello Sonata in D Minor, CD 144, L. 135: II. Sérénade (03:06)/Debussy: Cello Sonata in D Minor, CD 144, L. 135: III. Finale (03:34)/Debussy: Syrinx, CD 137, L. 129 (03:21)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: I. Allegro vivo (04:41)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: II. Intermède - Fantasque et léger (04:04)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: III. Finale - Très animé (04:20)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: I. Pastorale. Lento, dolce rubato (06:54)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: II. Interlude - Tempo di minuetto (06:10)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: III. Finale - Allegro moderato ma risoluto (05:04)/Debussy: Piano Trio in G Major, CD 5, L. 5: I. Andantino con moto allegro (08:16)/Debussy: Piano Trio in G Major, CD 5, L. 5: II. Scherzo - Intermezzo - Moderato con allegro (03:12)/Debussy: Piano Trio in G Major, CD 5, L. 5: III. Andante espressivo (03:47)/Debussy: Piano Trio in G Major, CD 5, L. 5: IV. Finale - Appassionato (05:13",https://i.scdn.co/image/ab67616d00001e02b68bd6bc1045c459f7325db9,0.0,Classical/Impressionism/Post-romantic Era,2017,"Debussy, Claude"
719,Claude Debussy,"Debussy: Piano Trio in G Major, CD 5, L. 5: I. Andantino con moto allegro",Debussy: Sonates & Trios,Debussy: Sonates & Trios,Album,2017-11-03,"Debussy: Cello Sonata in D Minor, CD 144, L. 135: I. Prologue (03:49)/Debussy: Cello Sonata in D Minor, CD 144, L. 135: II. Sérénade (03:06)/Debussy: Cello Sonata in D Minor, CD 144, L. 135: III. Finale (03:34)/Debussy: Syrinx, CD 137, L. 129 (03:21)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: I. Allegro vivo (04:41)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: II. Intermède - Fantasque et léger (04:04)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: III. Finale - Très animé (04:20)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: I. Pastorale. Lento, dolce rubato (06:54)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: II. Interlude - Tempo di minuetto (06:10)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: III. Finale - Allegro moderato ma risoluto (05:04)/Debussy: Piano Trio in G Major, CD 5, L. 5: I. Andantino con moto allegro (08:16)/Debussy: Piano Trio in G Major, CD 5, L. 5: II. Scherzo - Intermezzo - Moderato con allegro (03:12)/Debussy: Piano Trio in G Major, CD 5, L. 5: III. Andante espressivo (03:47)/Debussy: Piano Trio in G Major, CD 5, L. 5: IV. Finale - Appassionato (05:13",https://i.scdn.co/image/ab67616d00001e02b68bd6bc1045c459f7325db9,816.0,Classical/Impressionism/Post-romantic Era,2017,"Debussy, Claude"
720,Claude Debussy,"Debussy: Piano Trio in G Major, CD 5, L. 5: III. Andante espressivo",Debussy: Sonates & Trios,Debussy: Sonates & Trios,Album,2017-11-03,"Debussy: Cello Sonata in D Minor, CD 144, L. 135: I. Prologue (03:49)/Debussy: Cello Sonata in D Minor, CD 144, L. 135: II. Sérénade (03:06)/Debussy: Cello Sonata in D Minor, CD 144, L. 135: III. Finale (03:34)/Debussy: Syrinx, CD 137, L. 129 (03:21)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: I. Allegro vivo (04:41)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: II. Intermède - Fantasque et léger (04:04)/Debussy: Violin Sonata in G Minor, CD 148, L. 140: III. Finale - Très animé (04:20)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: I. Pastorale. Lento, dolce rubato (06:54)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: II. Interlude - Tempo di minuetto (06:10)/Debussy: Sonata for Flute, Viola and Harp, CD 145, L. 137: III. Finale - Allegro moderato ma risoluto (05:04)/Debussy: Piano Trio in G Major, CD 5, L. 5: I. Andantino con moto allegro (08:16)/Debussy: Piano Trio in G Major, CD 5, L. 5: II. Scherzo - Intermezzo - Moderato con allegro (03:12)/Debussy: Piano Trio in G Major, CD 5, L. 5: III. Andante espressivo (03:47)/Debussy: Piano Trio in G Major, CD 5, L. 5: IV. Finale - Appassionato (05:13",https://i.scdn.co/image/ab67616d00001e02b68bd6bc1045c459f7325db9,998.0,Classical/Impressionism/Post-romantic Era,2017,"Debussy, Claude"
762,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune","Debussy: Suite bergamasque, L. 75, 3. Clair de lune","Debussy: Suite bergamasque, L. 75, 3. Clair de lune",Single,2018-07-27,"Suite bergamasque, L. 75: III. Clair de lune (04:54",https://i.scdn.co/image/ab67616d00001e021277085743389aa91af6f39b,0.0,Classical/Impressionism/Post-romantic Era,2018,"Debussy, Claude"
