artist,track,album,album_name,album_type,album_date,album_tracks,album_pic,indexOf,genres,year,alphaname
Blind Faith,Presence Of The Lord,Blind Faith,Blind Faith,Album,1969-08,Had To Cry Today (08:48)/Can't Find My Way Home (03:16)/Well All Right (04:27)/Presence Of The Lord (04:49)/Sea Of Joy (05:22)/Do What You Like (15:18),https://i.scdn.co/image/ab67616d00001e02a8e327d9ae533452ea8e613b,79.0,Blues/Blues Rock/Classic Rock/Country Rock/Electric Blues/Folk Rock/Mellow Gold/Roots Rock/Singer-songwriter/Southern Rock/Supergroup/Symphonic Rock,1969,Blind Faith
Blind Faith,Sea Of Joy,Blind Faith,Blind Faith,Album,1969-08,Had To Cry Today (08:48)/Can't Find My Way Home (03:16)/Well All Right (04:27)/Presence Of The Lord (04:49)/Sea Of Joy (05:22)/Do What You Like (15:18),https://i.scdn.co/image/ab67616d00001e02a8e327d9ae533452ea8e613b,108.0,Blues/Blues Rock/Classic Rock/Country Rock/Electric Blues/Folk Rock/Mellow Gold/Roots Rock/Singer-songwriter/Southern Rock/Supergroup/Symphonic Rock,1969,Blind Faith
Blind Faith,"Under My Thumb - Live: Hyde Park, London 7th June 1969",Hyde Park '69,Hyde Park '69,Album,2020-01-21,"Intro / Well… All Right - Live: Hyde Park, London 7th June 1969 (07:52)/Sea Of Joy - Live: Hyde Park, London 7th June 1969 (06:13)/Under My Thumb - Live: Hyde Park, London 7th June 1969 (06:06)/Can’t Find My Way Home - Live: Hyde Park, London 7th June 1969 (06:13)/Sleeping In The Ground - Live: Hyde Park, London 7th June 1969 (04:41)/Do What You Like - Live: Hyde Park, London 7th June 1969 (05:30)/Presence Of The Lord - Live: Hyde Park, London 7th June 1969 (06:28)/Means To An End - Live: Hyde Park, London 7th June 1969 (04:21)/Had To Cry Today / Outro - Live: Hyde Park, London 7th June 1969 (07:39)",https://i.scdn.co/image/ab67616d00001e02accedc78b3cff641f052a366,131.0,Blues/Blues Rock/Classic Rock/Country Rock/Electric Blues/Folk Rock/Mellow Gold/Roots Rock/Singer-songwriter/Southern Rock/Supergroup/Symphonic Rock,2020,Blind Faith
Blind Faith,"Can’t Find My Way Home - Live: Hyde Park, London 7th June 1969",Hyde Park '69,Hyde Park '69,Album,2020-01-21,"Intro / Well… All Right - Live: Hyde Park, London 7th June 1969 (07:52)/Sea Of Joy - Live: Hyde Park, London 7th June 1969 (06:13)/Under My Thumb - Live: Hyde Park, London 7th June 1969 (06:06)/Can’t Find My Way Home - Live: Hyde Park, London 7th June 1969 (06:13)/Sleeping In The Ground - Live: Hyde Park, London 7th June 1969 (04:41)/Do What You Like - Live: Hyde Park, London 7th June 1969 (05:30)/Presence Of The Lord - Live: Hyde Park, London 7th June 1969 (06:28)/Means To An End - Live: Hyde Park, London 7th June 1969 (04:21)/Had To Cry Today / Outro - Live: Hyde Park, London 7th June 1969 (07:39)",https://i.scdn.co/image/ab67616d00001e02accedc78b3cff641f052a366,194.0,Blues/Blues Rock/Classic Rock/Country Rock/Electric Blues/Folk Rock/Mellow Gold/Roots Rock/Singer-songwriter/Southern Rock/Supergroup/Symphonic Rock,2020,Blind Faith
Blind Faith,Can't Find My Way,y,Blind Faith,Album,1969-08,Had To Cry Today (08:48)/Can't Find My Way Home (03:16)/Well All Right (04:26)/Presence Of The Lord (04:47)/Sea Of Joy (05:21)/Do What You Like (15:18),https://i.scdn.co/image/ab67616d00001e0227f2d001b8f00603795ec93f,25.0,Blues/Blues Rock/Classic Rock/Country Rock/Electric Blues/Folk Rock/Mellow Gold/Roots Rock/Singer-songwriter/Southern Rock/Supergroup/Symphonic Rock,1969,Blind Faith
"Blood, Sweat & Tears",Go Down Gamblin',"B, S & T; 4","B, S & T; 4",Album,1971-06,"Go Down Gamblin' (04:15)/Cowboys and Indians (03:08)/John the Baptist (Holy John) (03:35)/Redemption (05:12)/Lisa, Listen to Me (02:58)/A Look to My Heart - Instrumental (00:53)/High on a Mountain (03:14)/Valentine's Day (03:57)/Take Me in Your Arms (Rock Me a Little While) (03:28)/For My Lady (03:25)/Mama Gets High (04:10)/A Look to My Heart - Duet [Instrumental] (02:08)",https://i.scdn.co/image/ab67616d00001e025ff4876eec67164535deb3ca,0.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1971,"Blood, Sweat & Tears"
"Blood, Sweat & Tears","Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies')","Blood, Sweat & Tears (Expanded Edition)","Blood, Sweat & Tears (Expanded Edition)",Album,1968-12,"Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies') (02:33)/Smiling Phases (05:09)/Sometimes in Winter (03:08)/More and More (03:03)/And When I Die (04:04)/God Bless the Child (05:53)/Spinning Wheel (04:07)/You've Made Me So Very Happy (04:18)/Blues, Pt. 2 (11:44)/Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"") (01:39)/More and More - Live at the Cafe Au Go Go, New York, NY - August 1968 (04:37)/Smiling Phases - Live at the Cafe Au Go Go, New York, NY - August 1968 (18:43)",https://i.scdn.co/image/ab67616d00001e021bd04917ad890de8ec16ab44,0.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",And When I Die,"Blood, Sweat & Tears (Expanded Edition)","Blood, Sweat & Tears (Expanded Edition)",Album,1968-12,"Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies') (02:33)/Smiling Phases (05:09)/Sometimes in Winter (03:08)/More and More (03:03)/And When I Die (04:04)/God Bless the Child (05:53)/Spinning Wheel (04:07)/You've Made Me So Very Happy (04:18)/Blues, Pt. 2 (11:44)/Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"") (01:39)/More and More - Live at the Cafe Au Go Go, New York, NY - August 1968 (04:37)/Smiling Phases - Live at the Cafe Au Go Go, New York, NY - August 1968 (18:43)",https://i.scdn.co/image/ab67616d00001e021bd04917ad890de8ec16ab44,176.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",Spinning Wheel,"Blood, Sweat & Tears (Expanded Edition)","Blood, Sweat & Tears (Expanded Edition)",Album,1968-12,"Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies') (02:33)/Smiling Phases (05:09)/Sometimes in Winter (03:08)/More and More (03:03)/And When I Die (04:04)/God Bless the Child (05:53)/Spinning Wheel (04:07)/You've Made Me So Very Happy (04:18)/Blues, Pt. 2 (11:44)/Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"") (01:39)/More and More - Live at the Cafe Au Go Go, New York, NY - August 1968 (04:37)/Smiling Phases - Live at the Cafe Au Go Go, New York, NY - August 1968 (18:43)",https://i.scdn.co/image/ab67616d00001e021bd04917ad890de8ec16ab44,227.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",You've Made Me So Very Happy,"Blood, Sweat & Tears (Expanded Edition)","Blood, Sweat & Tears (Expanded Edition)",Album,1968-12,"Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies') (02:33)/Smiling Phases (05:09)/Sometimes in Winter (03:08)/More and More (03:03)/And When I Die (04:04)/God Bless the Child (05:53)/Spinning Wheel (04:07)/You've Made Me So Very Happy (04:18)/Blues, Pt. 2 (11:44)/Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"") (01:39)/More and More - Live at the Cafe Au Go Go, New York, NY - August 1968 (04:37)/Smiling Phases - Live at the Cafe Au Go Go, New York, NY - August 1968 (18:43)",https://i.scdn.co/image/ab67616d00001e021bd04917ad890de8ec16ab44,250.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",Hi-De-Ho,"Blood, Sweat And Tears 3","Blood, Sweat And Tears 3",Album,1970-09,"Hi-De-Ho (04:23)/The Battle (02:41)/Lucretia Mac Evil (03:03)/Lucretia's Reprise (02:35)/Fire and Rain (04:01)/Lonesome Suzie (04:32)/Sympathy for the Devil (07:46)/He's a Runner (04:12)/Somethin' Comin' On (04:30)/40,000 Headmen (04:40)",https://i.scdn.co/image/ab67616d00001e026339ce72540bd20c7b667986,0.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1970,"Blood, Sweat & Tears"
"Blood, Sweat & Tears","40,000 Headmen","Blood, Sweat And Tears 3","Blood, Sweat And Tears 3",Album,1970-09,"Hi-De-Ho (04:23)/The Battle (02:41)/Lucretia Mac Evil (03:03)/Lucretia's Reprise (02:35)/Fire and Rain (04:01)/Lonesome Suzie (04:32)/Sympathy for the Devil (07:46)/He's a Runner (04:12)/Somethin' Comin' On (04:30)/40,000 Headmen (04:40)",https://i.scdn.co/image/ab67616d00001e026339ce72540bd20c7b667986,215.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1970,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",Overture,Child Is Father To The Man,Child Is Father To The Man,Album,1968-02,"Overture (01:32)/I Love You More Than You'll Ever Know (05:56)/Morning Glory (04:15)/My Days Are Numbered (03:19)/Without Her (02:41)/Just One Smile (04:38)/I Can't Quit Her (03:38)/Meagan's Gypsy Eyes (03:24)/Somethin' Goin' On (08:00)/House in the Country (03:04)/The Modern Adventures of Plato, Diogenes and Freud (04:12)/So Much Love / Underture (04:42)/Refugee from Yuhupitz - Instrumental (03:45)/I Love You More Than You'll Ever Know (05:54)/The Modern Adventures of Plato, Diogenes and Freud (04:48)",https://i.scdn.co/image/ab67616d00001e02e1834a6800cc0ed37c6bc5d6,0.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",I Love You More Than You'll Ever Know,Child Is Father To The Man,Child Is Father To The Man,Album,1968-02,"Overture (01:32)/I Love You More Than You'll Ever Know (05:56)/Morning Glory (04:15)/My Days Are Numbered (03:19)/Without Her (02:41)/Just One Smile (04:38)/I Can't Quit Her (03:38)/Meagan's Gypsy Eyes (03:24)/Somethin' Goin' On (08:00)/House in the Country (03:04)/The Modern Adventures of Plato, Diogenes and Freud (04:12)/So Much Love / Underture (04:42)/Refugee from Yuhupitz - Instrumental (03:45)/I Love You More Than You'll Ever Know (05:54)/The Modern Adventures of Plato, Diogenes and Freud (04:48)",https://i.scdn.co/image/ab67616d00001e02e1834a6800cc0ed37c6bc5d6,17.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",Morning Glory,Child Is Father To The Man,Child Is Father To The Man,Album,1968-02,"Overture (01:32)/I Love You More Than You'll Ever Know (05:56)/Morning Glory (04:15)/My Days Are Numbered (03:19)/Without Her (02:41)/Just One Smile (04:38)/I Can't Quit Her (03:38)/Meagan's Gypsy Eyes (03:24)/Somethin' Goin' On (08:00)/House in the Country (03:04)/The Modern Adventures of Plato, Diogenes and Freud (04:12)/So Much Love / Underture (04:42)/Refugee from Yuhupitz - Instrumental (03:45)/I Love You More Than You'll Ever Know (05:54)/The Modern Adventures of Plato, Diogenes and Freud (04:48)",https://i.scdn.co/image/ab67616d00001e02e1834a6800cc0ed37c6bc5d6,63.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",My Days Are Numbered,Child Is Father To The Man,Child Is Father To The Man,Album,1968-02,"Overture (01:32)/I Love You More Than You'll Ever Know (05:56)/Morning Glory (04:15)/My Days Are Numbered (03:19)/Without Her (02:41)/Just One Smile (04:38)/I Can't Quit Her (03:38)/Meagan's Gypsy Eyes (03:24)/Somethin' Goin' On (08:00)/House in the Country (03:04)/The Modern Adventures of Plato, Diogenes and Freud (04:12)/So Much Love / Underture (04:42)/Refugee from Yuhupitz - Instrumental (03:45)/I Love You More Than You'll Ever Know (05:54)/The Modern Adventures of Plato, Diogenes and Freud (04:48)",https://i.scdn.co/image/ab67616d00001e02e1834a6800cc0ed37c6bc5d6,85.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
"Blood, Sweat & Tears",Lucretia Mac Evil,"The Best Of Blood, Sweat & Tears: What Goes Up!","The Best Of Blood, Sweat & Tears: What Goes Up!",Compilation,1988-10-04,"Refugee From Yuhupitz (03:43)/I Can't Quit Her (03:38)/House In the Country (03:04)/I Love You More Than You'll Ever Know (05:56)/You've Made Me so Very Happy (04:15)/More And More (03:02)/And When I Die (04:02)/Sometimes In Winter (03:07)/Smiling Phases (05:08)/Spinning Wheel - Single Version (04:06)/God Bless the Child (05:52)/Children Of The Wind (03:15)/Hi-De-Ho (04:25)/Lucretia Mac Evil (05:57)/He's A Runner (04:13)/Somethin' Comin' On (04:31)/40,000 Headmen (04:42)/Go Down Gamblin' (04:15)/Mama Gets High (04:09)/Lisa, Listen to Me (02:58)/Valentine's Day (03:57)/John the Baptist (Holy John) (03:35)/So Long Dixie (04:26)/Snow Queen (05:24)/Maiden Voyage (06:14)/I Can't Move No Mountains (02:55)/Time Remembered (02:55)/Roller Coaster (03:22)/Tell Me That I'm Wrong (02:27)/Got to Get You Into My Life (03:20)/You're The One (04:55)/Mean Ole World - Live (09:24)",https://i.scdn.co/image/ab67616d00001e0222cc5991858c66335a4d9ffd,377.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1988,"Blood, Sweat & Tears"
"Blood, Sweat & Tears","Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"")",y,"Blood, Sweat & Tears (Expanded Edition)",Album,1968-12,"Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies') (02:33)/Smiling Phases (05:09)/Sometimes in Winter (03:08)/More and More (03:03)/And When I Die (04:04)/God Bless the Child (05:53)/Spinning Wheel (04:07)/You've Made Me So Very Happy (04:18)/Blues, Pt. 2 (11:44)/Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"") (01:39)/More and More - Live at the Cafe Au Go Go, New York, NY - August 1968 (04:37)/Smiling Phases - Live at the Cafe Au Go Go, New York, NY - August 1968 (18:43)",https://i.scdn.co/image/ab67616d00001e021bd04917ad890de8ec16ab44,308.0,Album Rock/Blues Rock/Classic Rock/Country Rock/Folk/Folk Rock/Jazz Rock/Mellow Gold/Singer-songwriter/Soft Rock,1968,"Blood, Sweat & Tears"
Blue Öyster Cult,This Ain't the Summer of Love,Agents Of Fortune,Agents Of Fortune,Album,1976,This Ain't the Summer of Love (02:20)/True Confessions (02:56)/(Don't Fear) The Reaper (05:08)/E.T.I. (Extra Terrestrial Intelligence) (03:42)/The Revenge of Vera Gemini (03:51)/Sinful Love (03:28)/Tattoo Vampire (02:40)/Morning Final (04:29)/Tenderloin (03:39)/Debbie Denise (04:13),https://i.scdn.co/image/ab67616d00001e023ac318439ae56ce048d7bf5d,0.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1976,Blue Öyster Cult
Blue Öyster Cult,True Confessions,Agents Of Fortune,Agents Of Fortune,Album,1976,This Ain't the Summer of Love (02:20)/True Confessions (02:56)/(Don't Fear) The Reaper (05:08)/E.T.I. (Extra Terrestrial Intelligence) (03:42)/The Revenge of Vera Gemini (03:51)/Sinful Love (03:28)/Tattoo Vampire (02:40)/Morning Final (04:29)/Tenderloin (03:39)/Debbie Denise (04:13),https://i.scdn.co/image/ab67616d00001e023ac318439ae56ce048d7bf5d,38.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1976,Blue Öyster Cult
Blue Öyster Cult,(Don't Fear) The Reaper,Agents Of Fortune,Agents Of Fortune,Album,1976,This Ain't the Summer of Love (02:20)/True Confessions (02:56)/(Don't Fear) The Reaper (05:08)/E.T.I. (Extra Terrestrial Intelligence) (03:42)/The Revenge of Vera Gemini (03:51)/Sinful Love (03:28)/Tattoo Vampire (02:40)/Morning Final (04:29)/Tenderloin (03:39)/Debbie Denise (04:13),https://i.scdn.co/image/ab67616d00001e023ac318439ae56ce048d7bf5d,63.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1976,Blue Öyster Cult
Blue Öyster Cult,Transmaniacon MC,Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,0.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,I'm On the Lamb but I Ain't No Sheep,Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,25.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,Then Came the Last Days of May,Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,70.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,Stairway to the Stars,Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,109.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,"Before the Kiss, a Redcap",Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,139.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,Screams,Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,173.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,Cities On Flame with Rock and Roll,Blue Oyster Cult,Blue Oyster Cult,Album,1972,"Transmaniacon MC (03:20)/I'm On the Lamb but I Ain't No Sheep (03:10)/Then Came the Last Days of May (03:30)/Stairway to the Stars (03:42)/Before the Kiss, a Redcap (04:57)/Screams (03:10)/She's as Beautiful as a Foot (02:56)/Cities On Flame with Rock and Roll (04:02)/Workshop of the Telescopes (04:00)/Redeemed (03:51)",https://i.scdn.co/image/ab67616d00001e02a63fc9073db1233ea6c7ae74,226.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1972,Blue Öyster Cult
Blue Öyster Cult,Career Of Evil - Live,Career Of Evil (Live),Career Of Evil (Live),Single,2024-10-08,Career Of Evil - Live (04:18),https://i.scdn.co/image/ab67616d00001e0284a48ddc0291a6d5d608e3ee,0.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,2024,Blue Öyster Cult
Blue Öyster Cult,Burnin' for You,Fire of Unknown Origin,Fire of Unknown Origin,Album,1981-10-23,Fire of Unknown Origin (04:11)/Burnin' for You (04:31)/Veteran of the Psychic Wars (04:49)/Sole Survivor (04:06)/Heavy Metal: The Black and Silver (03:18)/Vengeance (04:40)/After Dark (04:25)/Joan Crawford (04:54)/Don't Turn Your Back (04:08),https://i.scdn.co/image/ab67616d00001e026895da04b237964b95c2a166,31.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1981,Blue Öyster Cult
Blue Öyster Cult,Veteran of the Psychic Wars,Fire of Unknown Origin,Fire of Unknown Origin,Album,1981-10-23,Fire of Unknown Origin (04:11)/Burnin' for You (04:31)/Veteran of the Psychic Wars (04:49)/Sole Survivor (04:06)/Heavy Metal: The Black and Silver (03:18)/Vengeance (04:40)/After Dark (04:25)/Joan Crawford (04:54)/Don't Turn Your Back (04:08),https://i.scdn.co/image/ab67616d00001e026895da04b237964b95c2a166,55.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1981,Blue Öyster Cult
Blue Öyster Cult,Career of Evil,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,0.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Subhuman,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,23.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Dominance and Submission,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,40.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,ME 262,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,73.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Cagey Cretins,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,88.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Harvester of Eyes,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,110.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Flaming Telepaths,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,136.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Astronomy,Secret Treaties,Secret Treaties,Album,1974-04-01,Career of Evil (03:59)/Subhuman (04:37)/Dominance and Submission (05:22)/ME 262 (04:45)/Cagey Cretins (03:16)/Harvester of Eyes (04:40)/Flaming Telepaths (05:18)/Astronomy (06:23),https://i.scdn.co/image/ab67616d00001e02407eab7e6414b8782345a4db,162.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1974,Blue Öyster Cult
Blue Öyster Cult,Godzilla,Spectres,Spectres,Album,1977,Godzilla (03:41)/Golden Age of Leather (05:52)/Death Valley Nights (04:08)/Searchin' for Celine (03:36)/Fireworks (03:12)/R. U. Ready 2 Rock (03:44)/Celestial the Queen (03:26)/Goin' Through the Motions (03:12)/I Love the Night (04:23)/Nosferatu (05:21),https://i.scdn.co/image/ab67616d00001e025e045d1e56f161d40c9acf8d,0.0,Album Rock/Classic Rock/Glam Metal/Hard Rock/Progressive Rock/Rock,1977,Blue Öyster Cult
